case:concept:name,concept:name,time:timestamp,User,org:resource,case:Purchasing Document,case:Item,case:Document Type,case:Vendor,case:Company,case:Source
4507037128_00310,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00310,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00300,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00300,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00400,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00400,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00410,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00410,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00420,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00420,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00430,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00430,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00440,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00440,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00450,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00450,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00460,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00460,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00470,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00470,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00390,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00390,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00290,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00290,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00240,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00240,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00270,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00270,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00010,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00010,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00020,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00020,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00030,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00030,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00040,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00040,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00050,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00050,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00060,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00060,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00070,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00070,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00080,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00080,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00090,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00090,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00280,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00280,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00110,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00110,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00120,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00120,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00130,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00130,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00150,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00150,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00100,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00100,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00220,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00220,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00260,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00260,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00250,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00250,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00160,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00160,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00170,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00170,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00180,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00180,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00190,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00190,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00230,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00230,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00210,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00210,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507037128_00200,Vendor creates invoice,2008-06-19 21:59:00+00:00,NONE,NONE,4507037128,00200,Standard PO,vendorID_0236,companyID_0000,sourceSystemID_0000
4507010301_00010,Vendor creates invoice,2015-03-08 22:59:00+00:00,NONE,NONE,4507010301,00010,Standard PO,vendorID_0386,companyID_0000,sourceSystemID_0000
4507003966_00010,Vendor creates invoice,2015-11-30 22:59:00+00:00,NONE,NONE,4507003966,00010,Framework order,vendorID_0886,companyID_0000,sourceSystemID_0000
4507003966_00010,Vendor creates invoice,2015-12-31 22:59:00+00:00,NONE,NONE,4507003966,00010,Framework order,vendorID_0886,companyID_0000,sourceSystemID_0000
4507003966_00010,Vendor creates invoice,2016-01-30 22:59:00+00:00,NONE,NONE,4507003966,00010,Framework order,vendorID_0886,companyID_0000,sourceSystemID_0000
4507003966_00010,Vendor creates invoice,2016-02-29 22:59:00+00:00,NONE,NONE,4507003966,00010,Framework order,vendorID_0886,companyID_0000,sourceSystemID_0000
4507005725_00010,Vendor creates invoice,2016-04-04 21:59:00+00:00,NONE,NONE,4507005725,00010,Standard PO,vendorID_0789,companyID_0000,sourceSystemID_0000
4507003966_00010,Vendor creates invoice,2016-04-30 21:59:00+00:00,NONE,NONE,4507003966,00010,Framework order,vendorID_0886,companyID_0000,sourceSystemID_0000
2000000109_00001,Vendor creates invoice,2016-05-02 21:59:00+00:00,NONE,NONE,2000000109,00001,EC Purchase order,vendorID_0059,companyID_0000,sourceSystemID_0000
4507003966_00010,Vendor creates invoice,2016-11-30 22:59:00+00:00,NONE,NONE,4507003966,00010,Framework order,vendorID_0886,companyID_0000,sourceSystemID_0000
4507000846_00030,Vendor creates invoice,2017-01-05 22:59:00+00:00,NONE,NONE,4507000846,00030,Standard PO,vendorID_0108,companyID_0000,sourceSystemID_0000
4507000846_00040,Vendor creates invoice,2017-01-05 22:59:00+00:00,NONE,NONE,4507000846,00040,Standard PO,vendorID_0108,companyID_0000,sourceSystemID_0000
4507000846_00060,Vendor creates invoice,2017-01-05 22:59:00+00:00,NONE,NONE,4507000846,00060,Standard PO,vendorID_0108,companyID_0000,sourceSystemID_0000
4507000846_00080,Vendor creates invoice,2017-01-05 22:59:00+00:00,NONE,NONE,4507000846,00080,Standard PO,vendorID_0108,companyID_0000,sourceSystemID_0000
4507000846_00090,Vendor creates invoice,2017-01-05 22:59:00+00:00,NONE,NONE,4507000846,00090,Standard PO,vendorID_0108,companyID_0000,sourceSystemID_0000
4507000846_00100,Vendor creates invoice,2017-01-05 22:59:00+00:00,NONE,NONE,4507000846,00100,Standard PO,vendorID_0108,companyID_0000,sourceSystemID_0000
4507000846_00110,Vendor creates invoice,2017-01-05 22:59:00+00:00,NONE,NONE,4507000846,00110,Standard PO,vendorID_0108,companyID_0000,sourceSystemID_0000
4507000846_00020,Vendor creates invoice,2017-01-05 22:59:00+00:00,NONE,NONE,4507000846,00020,Standard PO,vendorID_0108,companyID_0000,sourceSystemID_0000
4507000846_00120,Vendor creates invoice,2017-01-05 22:59:00+00:00,NONE,NONE,4507000846,00120,Standard PO,vendorID_0108,companyID_0000,sourceSystemID_0000
4507000846_00130,Vendor creates invoice,2017-01-05 22:59:00+00:00,NONE,NONE,4507000846,00130,Standard PO,vendorID_0108,companyID_0000,sourceSystemID_0000
4507000846_00010,Vendor creates invoice,2017-01-05 22:59:00+00:00,NONE,NONE,4507000846,00010,Standard PO,vendorID_0108,companyID_0000,sourceSystemID_0000
4508076155_00010,Vendor creates invoice,2017-01-25 22:59:00+00:00,NONE,NONE,4508076155,00010,Framework order,vendorID_1864,companyID_0003,sourceSystemID_0000
2000000100_00001,Vendor creates invoice,2017-01-31 22:59:00+00:00,NONE,NONE,2000000100,00001,EC Purchase order,vendorID_0053,companyID_0000,sourceSystemID_0000
4507012263_00010,Create Purchase Requisition Item,2017-02-03 23:00:00+00:00,user_329,user_329,4507012263,00010,Standard PO,vendorID_0548,companyID_0000,sourceSystemID_0000
4507024629_00010,Create Purchase Requisition Item,2017-02-03 23:00:00+00:00,user_329,user_329,4507024629,00010,Standard PO,vendorID_0548,companyID_0000,sourceSystemID_0000
4507009482_00010,Vendor creates invoice,2017-02-28 22:59:00+00:00,NONE,NONE,4507009482,00010,Standard PO,vendorID_0467,companyID_0000,sourceSystemID_0000
4507075976_00010,Vendor creates invoice,2017-03-01 22:59:00+00:00,NONE,NONE,4507075976,00010,Framework order,vendorID_1698,companyID_0003,sourceSystemID_0000
2000000157_00001,Vendor creates invoice,2017-03-13 22:59:00+00:00,NONE,NONE,2000000157,00001,EC Purchase order,vendorID_0081,companyID_0000,sourceSystemID_0000
2000000157_00001,Vendor creates debit memo,2017-03-13 22:59:00+00:00,NONE,NONE,2000000157,00001,EC Purchase order,vendorID_0081,companyID_0000,sourceSystemID_0000
4507009482_00010,Vendor creates invoice,2017-03-31 21:59:00+00:00,NONE,NONE,4507009482,00010,Standard PO,vendorID_0467,companyID_0000,sourceSystemID_0000
4507020620_00080,Vendor creates invoice,2017-04-18 21:59:00+00:00,NONE,NONE,4507020620,00080,Standard PO,vendorID_0270,companyID_0000,sourceSystemID_0000
4507020620_00060,Vendor creates invoice,2017-04-18 21:59:00+00:00,NONE,NONE,4507020620,00060,Standard PO,vendorID_0270,companyID_0000,sourceSystemID_0000
4507020620_00050,Vendor creates invoice,2017-04-18 21:59:00+00:00,NONE,NONE,4507020620,00050,Standard PO,vendorID_0270,companyID_0000,sourceSystemID_0000
4507020620_00040,Vendor creates invoice,2017-04-18 21:59:00+00:00,NONE,NONE,4507020620,00040,Standard PO,vendorID_0270,companyID_0000,sourceSystemID_0000
4507020620_00020,Vendor creates invoice,2017-04-18 21:59:00+00:00,NONE,NONE,4507020620,00020,Standard PO,vendorID_0270,companyID_0000,sourceSystemID_0000
4507020620_00010,Vendor creates invoice,2017-04-18 21:59:00+00:00,NONE,NONE,4507020620,00010,Standard PO,vendorID_0270,companyID_0000,sourceSystemID_0000
4507020620_00030,Vendor creates invoice,2017-04-18 21:59:00+00:00,NONE,NONE,4507020620,00030,Standard PO,vendorID_0270,companyID_0000,sourceSystemID_0000
2000000157_00002,Vendor creates debit memo,2017-04-27 21:59:00+00:00,NONE,NONE,2000000157,00002,EC Purchase order,vendorID_0081,companyID_0000,sourceSystemID_0000
2000000157_00002,Vendor creates invoice,2017-04-27 21:59:00+00:00,NONE,NONE,2000000157,00002,EC Purchase order,vendorID_0081,companyID_0000,sourceSystemID_0000
4507001695_00010,Vendor creates invoice,2017-05-09 21:59:00+00:00,NONE,NONE,4507001695,00010,Standard PO,vendorID_0251,companyID_0000,sourceSystemID_0000
2000000157_00003,Vendor creates debit memo,2017-05-11 21:59:00+00:00,NONE,NONE,2000000157,00003,EC Purchase order,vendorID_0081,companyID_0000,sourceSystemID_0000
2000000157_00003,Vendor creates invoice,2017-05-11 21:59:00+00:00,NONE,NONE,2000000157,00003,EC Purchase order,vendorID_0081,companyID_0000,sourceSystemID_0000
2000000100_00001,Vendor creates invoice,2017-05-25 21:59:00+00:00,NONE,NONE,2000000100,00001,EC Purchase order,vendorID_0053,companyID_0000,sourceSystemID_0000
4507009482_00010,Vendor creates invoice,2017-05-28 21:59:00+00:00,NONE,NONE,4507009482,00010,Standard PO,vendorID_0467,companyID_0000,sourceSystemID_0000
4507001097_00010,Vendor creates invoice,2017-05-31 21:59:00+00:00,NONE,NONE,4507001097,00010,Framework order,vendorID_0467,companyID_0000,sourceSystemID_0000
4507009482_00010,Vendor creates invoice,2017-05-31 21:59:00+00:00,NONE,NONE,4507009482,00010,Standard PO,vendorID_0467,companyID_0000,sourceSystemID_0000
2000000157_00004,Vendor creates invoice,2017-06-05 21:59:00+00:00,NONE,NONE,2000000157,00004,EC Purchase order,vendorID_0081,companyID_0000,sourceSystemID_0000
2000013464_00001,Vendor creates invoice,2017-06-21 21:59:00+00:00,NONE,NONE,2000013464,00001,EC Purchase order,vendorID_1230,companyID_0000,sourceSystemID_0000
4507009482_00010,Vendor creates invoice,2017-06-30 21:59:00+00:00,NONE,NONE,4507009482,00010,Standard PO,vendorID_0467,companyID_0000,sourceSystemID_0000
4507020761_00010,Vendor creates invoice,2017-07-17 21:59:00+00:00,NONE,NONE,4507020761,00010,Framework order,vendorID_1384,companyID_0000,sourceSystemID_0000
4507001097_00010,Vendor creates invoice,2017-07-30 21:59:00+00:00,NONE,NONE,4507001097,00010,Framework order,vendorID_0467,companyID_0000,sourceSystemID_0000
4507009482_00010,Vendor creates invoice,2017-07-31 21:59:00+00:00,NONE,NONE,4507009482,00010,Standard PO,vendorID_0467,companyID_0000,sourceSystemID_0000
4507020761_00010,Vendor creates invoice,2017-08-14 21:59:00+00:00,NONE,NONE,4507020761,00010,Framework order,vendorID_1384,companyID_0000,sourceSystemID_0000
4507075969_00020,Vendor creates invoice,2017-08-18 21:59:00+00:00,NONE,NONE,4507075969,00020,Framework order,vendorID_1691,companyID_0003,sourceSystemID_0000
4507041896_00010,Vendor creates invoice,2017-08-18 21:59:00+00:00,NONE,NONE,4507041896,00010,Standard PO,vendorID_0616,companyID_0000,sourceSystemID_0000
2000000084_00001,Vendor creates invoice,2017-08-31 21:59:00+00:00,NONE,NONE,2000000084,00001,EC Purchase order,vendorID_0046,companyID_0000,sourceSystemID_0000
4507009254_00010,Vendor creates invoice,2017-08-31 21:59:00+00:00,NONE,NONE,4507009254,00010,Standard PO,vendorID_0538,companyID_0000,sourceSystemID_0000
4507009482_00010,Vendor creates invoice,2017-08-31 21:59:00+00:00,NONE,NONE,4507009482,00010,Standard PO,vendorID_0467,companyID_0000,sourceSystemID_0000
4507001097_00010,Vendor creates invoice,2017-08-31 21:59:00+00:00,NONE,NONE,4507001097,00010,Framework order,vendorID_0467,companyID_0000,sourceSystemID_0000
4508076155_00030,Vendor creates invoice,2017-09-08 21:59:00+00:00,NONE,NONE,4508076155,00030,Framework order,vendorID_1864,companyID_0003,sourceSystemID_0000
4507000440_00010,Vendor creates invoice,2017-09-21 21:59:00+00:00,NONE,NONE,4507000440,00010,Framework order,vendorID_0207,companyID_0000,sourceSystemID_0000
4507075975_00020,Vendor creates invoice,2017-09-25 21:59:00+00:00,NONE,NONE,4507075975,00020,Framework order,vendorID_1697,companyID_0003,sourceSystemID_0000
4507000454_00010,Vendor creates debit memo,2017-09-28 21:59:00+00:00,NONE,NONE,4507000454,00010,Framework order,vendorID_0218,companyID_0000,sourceSystemID_0000
4507000454_00010,Vendor creates invoice,2017-09-28 21:59:00+00:00,NONE,NONE,4507000454,00010,Framework order,vendorID_0218,companyID_0000,sourceSystemID_0000
4507009254_00010,Vendor creates invoice,2017-09-29 21:59:00+00:00,NONE,NONE,4507009254,00010,Standard PO,vendorID_0538,companyID_0000,sourceSystemID_0000
4507009253_00010,Vendor creates invoice,2017-09-29 21:59:00+00:00,NONE,NONE,4507009253,00010,Standard PO,vendorID_0538,companyID_0000,sourceSystemID_0000
4507027474_00010,Vendor creates invoice,2017-10-10 21:59:00+00:00,NONE,NONE,4507027474,00010,Framework order,vendorID_1442,companyID_0000,sourceSystemID_0000
4507000430_00010,Vendor creates invoice,2017-10-11 21:59:00+00:00,NONE,NONE,4507000430,00010,Framework order,vendorID_0201,companyID_0000,sourceSystemID_0000
4507003733_00010,Vendor creates invoice,2017-10-19 21:59:00+00:00,NONE,NONE,4507003733,00010,Standard PO,vendorID_0354,companyID_0000,sourceSystemID_0000
4507000455_00010,Vendor creates invoice,2017-10-23 21:59:00+00:00,NONE,NONE,4507000455,00010,Framework order,vendorID_0219,companyID_0000,sourceSystemID_0000
4507000879_00110,Vendor creates invoice,2017-10-23 21:59:00+00:00,NONE,NONE,4507000879,00110,Framework order,vendorID_0388,companyID_0000,sourceSystemID_0000
4507001973_00010,Vendor creates invoice,2017-10-26 21:59:00+00:00,NONE,NONE,4507001973,00010,Framework order,vendorID_0388,companyID_0000,sourceSystemID_0000
4507009482_00010,Vendor creates invoice,2017-10-31 22:59:00+00:00,NONE,NONE,4507009482,00010,Standard PO,vendorID_0467,companyID_0000,sourceSystemID_0000
4507009253_00010,Vendor creates invoice,2017-10-31 22:59:00+00:00,NONE,NONE,4507009253,00010,Standard PO,vendorID_0538,companyID_0000,sourceSystemID_0000
4507075969_00040,Vendor creates invoice,2017-11-02 22:59:00+00:00,NONE,NONE,4507075969,00040,Framework order,vendorID_1691,companyID_0003,sourceSystemID_0000
4507009272_00010,Vendor creates invoice,2017-11-03 22:59:00+00:00,NONE,NONE,4507009272,00010,Standard PO,vendorID_0328,companyID_0000,sourceSystemID_0000
4507000449_00080,Vendor creates invoice,2017-11-03 22:59:00+00:00,NONE,NONE,4507000449,00080,Framework order,vendorID_0213,companyID_0000,sourceSystemID_0000
4507027474_00010,Vendor creates invoice,2017-11-07 22:59:00+00:00,NONE,NONE,4507027474,00010,Framework order,vendorID_1442,companyID_0000,sourceSystemID_0000
4507000540_00010,Vendor creates invoice,2017-11-07 22:59:00+00:00,NONE,NONE,4507000540,00010,Standard PO,vendorID_0254,companyID_0000,sourceSystemID_0000
4507027474_00010,Vendor creates debit memo,2017-11-07 22:59:00+00:00,NONE,NONE,4507027474,00010,Framework order,vendorID_1442,companyID_0000,sourceSystemID_0000
4507000879_00110,Vendor creates invoice,2017-11-08 22:59:00+00:00,NONE,NONE,4507000879,00110,Framework order,vendorID_0388,companyID_0000,sourceSystemID_0000
