case:concept:name,case_name_first,case_name_unique_count,event_count,case_id_equals_case_name
2000000086_00002,vendor_0003,1,12,False
2000000087_00001,vendor_0021,1,13,False
2000000088_00001,vendor_0043,1,20,False
2000000089_00001,vendor_0047,1,13,False
2000000090_00001,vendor_0048,1,12,False
2000000091_00001,vendor_0049,1,13,False
2000000092_00001,vendor_0050,1,10,False
2000000093_00001,vendor_0051,1,13,False
2000000094_00001,vendor_0027,1,12,False
2000000095_00001,vendor_0000,1,12,False
2000000096_00001,vendor_0027,1,13,False
2000000097_00001,vendor_0052,1,23,False
2000000098_00001,vendor_0048,1,12,False
2000000098_00002,vendor_0048,1,12,False
2000000098_00003,vendor_0048,1,12,False
2000000099_00001,vendor_0003,1,12,False
2000000100_00001,vendor_0053,1,464,False
2000000101_00001,vendor_0054,1,25,False
2000000102_00001,vendor_0019,1,64,False
2000000103_00001,vendor_0028,1,12,False
2000000104_00001,vendor_0029,1,12,False
2000000105_00001,vendor_0055,1,8,False
2000000106_00001,vendor_0056,1,20,False
2000000107_00001,vendor_0057,1,15,False
2000000108_00001,vendor_0058,1,15,False
2000000109_00001,vendor_0059,1,13,False
2000000110_00001,vendor_0060,1,12,False
2000000111_00001,vendor_0061,1,15,False
2000000112_00001,vendor_0029,1,12,False
2000000113_00001,vendor_0062,1,12,False
2000000114_00001,vendor_0063,1,48,False
2000000115_00001,vendor_0009,1,46,False
2000000116_00001,vendor_0064,1,18,False
2000000117_00001,vendor_0003,1,12,False
2000000117_00002,vendor_0003,1,12,False
2000000117_00003,vendor_0003,1,12,False
2000000117_00004,vendor_0003,1,12,False
2000000117_00005,vendor_0003,1,12,False
2000000117_00006,vendor_0003,1,12,False
2000000118_00001,vendor_0000,1,10,False
2000000119_00001,vendor_0065,1,8,False
2000000120_00001,vendor_0066,1,18,False
2000000121_00001,vendor_0003,1,12,False
2000000121_00002,vendor_0003,1,12,False
2000000121_00003,vendor_0003,1,12,False
2000000121_00004,vendor_0003,1,12,False
2000000121_00005,vendor_0003,1,12,False
2000000121_00006,vendor_0003,1,12,False
2000000121_00007,vendor_0003,1,12,False
2000000121_00008,vendor_0003,1,12,False
2000000121_00009,vendor_0003,1,12,False
2000000121_00010,vendor_0003,1,12,False
2000000121_00011,vendor_0003,1,12,False
2000000122_00001,vendor_0019,1,31,False
2000000123_00001,vendor_0027,1,12,False
2000000123_00002,vendor_0027,1,12,False
2000000123_00003,vendor_0027,1,12,False
2000000123_00004,vendor_0027,1,12,False
2000000123_00005,vendor_0027,1,12,False
2000000124_00001,vendor_0029,1,12,False
2000000124_00002,vendor_0029,1,12,False
2000000125_00001,vendor_0000,1,10,False
2000000125_00002,vendor_0000,1,10,False
2000000126_00001,vendor_0048,1,12,False
2000000126_00002,vendor_0048,1,12,False
2000000126_00003,vendor_0048,1,12,False
2000000127_00001,vendor_0028,1,12,False
2000000128_00001,vendor_0067,1,21,False
2000000129_00001,vendor_0007,1,13,False
2000000130_00001,vendor_0027,1,12,False
2000000130_00002,vendor_0027,1,12,False
2000000131_00001,vendor_0068,1,17,False
2000000131_00002,vendor_0068,1,16,False
2000000132_00001,vendor_0012,1,13,False
2000000133_00001,vendor_0011,1,12,False
2000000134_00001,vendor_0064,1,12,False
2000000135_00001,vendor_0069,1,12,False
2000000135_00002,vendor_0069,1,12,False
2000000136_00001,vendor_0070,1,9,False
2000000137_00001,vendor_0029,1,12,False
2000000138_00001,vendor_0071,1,12,False
2000000139_00001,vendor_0072,1,12,False
2000000140_00001,vendor_0048,1,12,False
2000000141_00001,vendor_0028,1,12,False
2000000141_00002,vendor_0028,1,12,False
2000000141_00003,vendor_0028,1,12,False
2000000142_00001,vendor_0000,1,10,False
2000000142_00002,vendor_0000,1,10,False
2000000142_00003,vendor_0000,1,10,False
2000000143_00001,vendor_0073,1,13,False
2000000144_00001,vendor_0027,1,13,False
2000000144_00002,vendor_0027,1,12,False
2000000145_00001,vendor_0027,1,13,False
2000000146_00001,vendor_0074,1,29,False
2000000147_00001,vendor_0075,1,13,False
2000000148_00001,vendor_0028,1,12,False
2000000149_00001,vendor_0029,1,12,False
2000000150_00001,vendor_0003,1,12,False
2000000150_00002,vendor_0003,1,12,False
2000000150_00003,vendor_0003,1,12,False
2000000150_00004,vendor_0003,1,12,False
2000000150_00005,vendor_0003,1,12,False
2000000150_00006,vendor_0003,1,12,False
2000000150_00007,vendor_0003,1,12,False
2000000150_00008,vendor_0003,1,12,False
2000000150_00009,vendor_0003,1,12,False
2000000151_00001,vendor_0076,1,12,False
2000000152_00001,vendor_0077,1,12,False
2000000152_00002,vendor_0077,1,12,False
2000000152_00003,vendor_0077,1,12,False
2000000152_00004,vendor_0077,1,12,False
2000000153_00001,vendor_0000,1,10,False
2000000153_00002,vendor_0000,1,10,False
2000000153_00003,vendor_0000,1,10,False
2000000153_00004,vendor_0000,1,10,False
2000000153_00005,vendor_0000,1,10,False
2000000153_00006,vendor_0000,1,10,False
2000000153_00007,vendor_0000,1,10,False
2000000153_00008,vendor_0000,1,10,False
2000000153_00009,vendor_0000,1,10,False
2000000153_00010,vendor_0000,1,10,False
2000000154_00001,vendor_0078,1,13,False
2000000155_00001,vendor_0079,1,12,False
2000000156_00001,vendor_0080,1,13,False
2000000157_00001,vendor_0081,1,26,False
2000000157_00002,vendor_0081,1,26,False
2000000157_00003,vendor_0081,1,26,False
2000000157_00004,vendor_0081,1,22,False
2000000158_00001,vendor_0082,1,15,False
2000000159_00001,vendor_0083,1,12,False
2000000160_00001,vendor_0003,1,12,False
2000000160_00002,vendor_0003,1,12,False
2000000161_00001,vendor_0084,1,39,False
2000000162_00001,vendor_0003,1,12,False
2000000162_00002,vendor_0003,1,12,False
2000000163_00001,vendor_0085,1,13,False
2000000164_00001,vendor_0086,1,12,False
2000000165_00001,vendor_0048,1,12,False
2000000166_00001,vendor_0048,1,12,False
2000000167_00001,vendor_0029,1,12,False
2000000167_00002,vendor_0029,1,12,False
2000000167_00003,vendor_0029,1,12,False
2000000168_00001,vendor_0000,1,12,False
2000000168_00002,vendor_0000,1,12,False
2000000169_00001,vendor_0003,1,12,False
2000000169_00002,vendor_0003,1,12,False
2000000169_00003,vendor_0003,1,12,False
2000000170_00001,vendor_0087,1,13,False
2000000171_00001,vendor_0021,1,14,False
2000000172_00001,vendor_0072,1,16,False
2000000172_00002,vendor_0072,1,16,False
2000000173_00001,vendor_0003,1,12,False
2000000173_00002,vendor_0003,1,12,False
2000000173_00003,vendor_0003,1,12,False
2000000173_00004,vendor_0003,1,12,False
2000000174_00001,vendor_0011,1,16,False
2000000174_00002,vendor_0011,1,16,False
2000000174_00003,vendor_0011,1,20,False
2000000174_00004,vendor_0011,1,20,False
2000000174_00005,vendor_0011,1,20,False
2000000174_00006,vendor_0011,1,20,False
2000000175_00001,vendor_0000,1,12,False
2000000175_00002,vendor_0000,1,12,False
2000000176_00001,vendor_0080,1,13,False
2000000177_00001,vendor_0088,1,14,False
2000000177_00002,vendor_0088,1,15,False
2000000178_00001,vendor_0027,1,17,False
2000000178_00002,vendor_0027,1,15,False
2000000178_00003,vendor_0027,1,22,False
2000000179_00001,vendor_0029,1,12,False
2000000180_00001,vendor_0000,1,12,False
2000000180_00002,vendor_0000,1,12,False
2000000180_00003,vendor_0000,1,12,False
2000000181_00001,vendor_0028,1,12,False
2000000182_00001,vendor_0089,1,13,False
2000000183_00001,vendor_0090,1,9,False
2000000184_00001,vendor_0011,1,15,False
2000000185_00001,vendor_0000,1,16,False
2000000186_00001,vendor_0017,1,57,False
2000000187_00001,vendor_0088,1,15,False
2000000188_00001,vendor_0026,1,15,False
2000000189_00001,vendor_0027,1,12,False
2000000190_00001,vendor_0028,1,12,False
2000000191_00001,vendor_0058,1,15,False
2000000192_00001,vendor_0091,1,11,False
2000000193_00001,vendor_0052,1,23,False
2000000194_00001,vendor_0011,1,12,False
2000000195_00001,vendor_0092,1,12,False
2000000196_00001,vendor_0064,1,12,False
2000000197_00001,vendor_0029,1,12,False
2000000197_00002,vendor_0029,1,12,False
2000000198_00001,vendor_0091,1,24,False
2000000199_00001,vendor_0093,1,18,False
2000000200_00001,vendor_0058,1,15,False
2000000201_00001,vendor_0003,1,12,False
2000000202_00001,vendor_0003,1,12,False
2000000202_00002,vendor_0003,1,12,False
2000000202_00003,vendor_0003,1,12,False
2000000202_00004,vendor_0003,1,12,False
2000000203_00001,vendor_0000,1,12,False
2000000204_00001,vendor_0094,1,14,False
2000000205_00001,vendor_0083,1,12,False
2000000206_00001,vendor_0095,1,55,False
2000000207_00001,vendor_0027,1,12,False
2000000208_00001,vendor_0096,1,12,False
2000000209_00001,vendor_0000,1,12,False
2000000210_00001,vendor_0048,1,12,False
2000000211_00001,vendor_0003,1,12,False
2000000211_00002,vendor_0003,1,12,False
2000000211_00003,vendor_0003,1,12,False
2000000211_00004,vendor_0003,1,12,False
2000000211_00005,vendor_0003,1,12,False
2000000211_00006,vendor_0003,1,12,False
2000000211_00007,vendor_0003,1,12,False
2000000211_00008,vendor_0003,1,12,False
2000000212_00001,vendor_0097,1,13,False
2000000213_00001,vendor_0052,1,18,False
2000000214_00001,vendor_0098,1,13,False
2000000215_00001,vendor_0099,1,13,False
2000000216_00001,vendor_0021,1,13,False
2000000217_00001,vendor_0100,1,18,False
2000000218_00001,vendor_0101,1,15,False
2000000219_00001,vendor_0007,1,13,False
2000000220_00001,vendor_0102,1,25,False
2000013410_00001,vendor_1158,1,13,False
2000013411_00001,vendor_1159,1,12,False
2000013412_00001,vendor_0011,1,8,False
2000013413_00001,vendor_0027,1,12,False
2000013413_00002,vendor_0027,1,12,False
2000013413_00003,vendor_0027,1,12,False
2000013414_00001,vendor_0028,1,12,False
2000013415_00001,vendor_0003,1,12,False
2000013416_00001,vendor_1160,1,13,False
2000013416_00002,vendor_1160,1,13,False
2000013416_00003,vendor_1160,1,11,False
2000013417_00001,vendor_0004,1,13,False
2000013417_00002,vendor_0004,1,10,False
2000013418_00001,vendor_0029,1,12,False
2000013418_00002,vendor_0029,1,12,False
2000013419_00001,vendor_0058,1,13,False
2000013420_00001,vendor_0000,1,12,False
2000013421_00001,vendor_0048,1,12,False
2000013422_00001,vendor_0048,1,12,False
2000013422_00002,vendor_0048,1,12,False
2000013423_00001,vendor_1161,1,29,False
2000013424_00001,vendor_1162,1,13,False
2000013425_00001,vendor_0003,1,12,False
2000013425_00002,vendor_0003,1,12,False
2000013425_00003,vendor_0003,1,12,False
2000013426_00001,vendor_0000,1,12,False
2000013426_00002,vendor_0000,1,12,False
2000013427_00001,vendor_0029,1,12,False
2000013427_00002,vendor_0029,1,12,False
2000013428_00001,vendor_0037,1,12,False
2000013429_00001,vendor_1163,1,12,False
2000013430_00001,vendor_0043,1,14,False
2000013431_00001,vendor_0058,1,15,False
2000013432_00001,vendor_0043,1,23,False
2000013433_00001,vendor_1164,1,22,False
2000013434_00001,vendor_1164,1,14,False
2000013435_00001,vendor_0027,1,12,False
2000013435_00002,vendor_0027,1,12,False
2000013436_00001,vendor_0043,1,14,False
2000013437_00001,vendor_0072,1,13,False
2000013438_00001,vendor_0048,1,12,False
2000013439_00001,vendor_1165,1,15,False
2000013440_00001,vendor_0043,1,29,False
2000013441_00001,vendor_1166,1,11,False
2000013442_00001,vendor_0048,1,12,False
2000013443_00001,vendor_0029,1,12,False
2000013443_00002,vendor_0029,1,12,False
2000013443_00003,vendor_0029,1,12,False
2000013444_00001,vendor_0011,1,12,False
2000013445_00001,vendor_0082,1,15,False
2000013446_00001,vendor_0058,1,19,False
2000013447_00001,vendor_1167,1,12,False
2000013448_00001,vendor_1168,1,60,False
2000013449_00001,vendor_1167,1,12,False
2000013450_00001,vendor_1169,1,13,False
2000013451_00001,vendor_1170,1,14,False
2000013452_00001,vendor_0043,1,22,False
2000013453_00001,vendor_1160,1,12,False
2000013454_00001,vendor_1171,1,70,False
2000013455_00001,vendor_0053,1,58,False
2000013456_00001,vendor_0003,1,13,False
2000013456_00002,vendor_0003,1,13,False
2000013456_00003,vendor_0003,1,13,False
2000013457_00001,vendor_1172,1,36,False
2000013458_00001,vendor_1173,1,26,False
2000013459_00001,vendor_0020,1,15,False
2000013460_00001,vendor_0053,1,35,False
2000013461_00001,vendor_0027,1,12,False
2000013462_00001,vendor_0012,1,26,False
2000013463_00001,vendor_0511,1,12,False
2000013464_00001,vendor_1174,1,13,False
2000013465_00001,vendor_0019,1,41,False
2000013466_00001,vendor_1175,1,15,False
2000013467_00001,vendor_1176,1,17,False
2000013468_00001,vendor_1177,1,17,False
2000013468_00002,vendor_1177,1,13,False
2000013469_00001,vendor_0017,1,16,False
2000013470_00001,vendor_0017,1,8,False
2000013471_00001,vendor_0006,1,8,False
2000013472_00001,vendor_0058,1,15,False
2000013473_00001,vendor_1178,1,21,False
2000013474_00001,vendor_1179,1,19,False
2000013475_00001,vendor_0000,1,12,False
2000013475_00002,vendor_0000,1,12,False
2000013475_00003,vendor_0000,1,12,False
2000013475_00004,vendor_0000,1,12,False
2000013476_00001,vendor_1180,1,13,False
2000013477_00001,vendor_0881,1,12,False
2000013478_00001,vendor_0076,1,12,False
2000013479_00001,vendor_1181,1,21,False
2000013480_00001,vendor_1182,1,14,False
2000013481_00001,vendor_0012,1,13,False
2000013482_00001,vendor_1183,1,14,False
2000013483_00001,vendor_0064,1,12,False
2000013483_00002,vendor_0064,1,12,False
2000013483_00003,vendor_0064,1,12,False
2000013484_00001,vendor_0083,1,12,False
2000013485_00001,vendor_1184,1,12,False
2000013485_00002,vendor_1184,1,12,False
2000013485_00003,vendor_1184,1,12,False
2000013485_00004,vendor_1184,1,12,False
2000013486_00001,vendor_0000,1,12,False
2000013487_00001,vendor_0083,1,12,False
2000013488_00001,vendor_0003,1,13,False
2000013488_00002,vendor_0003,1,13,False
2000013488_00003,vendor_0003,1,13,False
2000013488_00004,vendor_0003,1,13,False
2000013488_00005,vendor_0003,1,13,False
2000013489_00001,vendor_1185,1,23,False
2000013490_00001,vendor_1186,1,20,False
2000013491_00001,vendor_0027,1,12,False
2000013491_00002,vendor_0027,1,12,False
2000013492_00001,vendor_0021,1,13,False
2000013493_00001,vendor_0058,1,15,False
2000013494_00001,vendor_0074,1,21,False
2000013495_00001,vendor_1187,1,23,False
2000013496_00001,vendor_0021,1,15,False
2000013497_00001,vendor_0003,1,13,False
2000013497_00002,vendor_0003,1,13,False
2000013497_00003,vendor_0003,1,13,False
2000013497_00004,vendor_0003,1,13,False
2000013497_00005,vendor_0003,1,15,False
2000013498_00001,vendor_0000,1,12,False
2000013498_00002,vendor_0000,1,12,False
2000013499_00001,vendor_1188,1,12,False
2000013499_00002,vendor_1188,1,12,False
2000013500_00001,vendor_0011,1,12,False
2000013501_00001,vendor_0064,1,12,False
2000013501_00002,vendor_0064,1,12,False
2000013502_00001,vendor_0511,1,16,False
2000013503_00001,vendor_1189,1,15,False
2000013504_00001,vendor_1190,1,21,False
2000013505_00001,vendor_0011,1,12,False
2000013506_00001,vendor_0027,1,12,False
2000013506_00002,vendor_0027,1,12,False
2000013507_00001,vendor_0050,1,14,False
2000013508_00001,vendor_0003,1,13,False
2000013509_00001,vendor_0000,1,12,False
2000013510_00001,vendor_1191,1,15,False
2000013511_00001,vendor_1192,1,15,False
2000013512_00001,vendor_0011,1,12,False
2000013512_00002,vendor_0011,1,12,False
2000013512_00003,vendor_0011,1,12,False
2000013512_00004,vendor_0011,1,12,False
2000013513_00001,vendor_1193,1,12,False
2000013514_00001,vendor_1194,1,22,False
2000013515_00001,vendor_0076,1,12,False
2000013516_00001,vendor_0048,1,12,False
2000013517_00001,vendor_0083,1,12,False
2000013518_00001,vendor_0231,1,12,False
2000013519_00001,vendor_0029,1,12,False
2000013520_00001,vendor_0029,1,12,False
2000013521_00001,vendor_1166,1,39,False
2000013522_00001,vendor_1171,1,16,False
2000013523_00001,vendor_0017,1,57,False
2000013524_00001,vendor_0074,1,20,False
2000013525_00001,vendor_0027,1,12,False
2000013526_00001,vendor_0064,1,12,False
2000013527_00001,vendor_0037,1,19,False
2000013528_00001,vendor_0030,1,12,False
2000013529_00001,vendor_0102,1,31,False
2000013530_00001,vendor_0102,1,18,False
2000013531_00001,vendor_0418,1,13,False
2000013532_00001,vendor_0043,1,30,False
2000013533_00001,vendor_0028,1,12,False
2000013533_00002,vendor_0028,1,12,False
2000013534_00001,vendor_0027,1,12,False
2000013534_00002,vendor_0027,1,12,False
2000013535_00001,vendor_0000,1,12,False
2000013535_00002,vendor_0000,1,12,False
2000013536_00001,vendor_0058,1,14,False
2000013537_00001,vendor_1195,1,13,False
2000013538_00001,vendor_0058,1,15,False
2000013539_00001,vendor_0027,1,12,False
2000013540_00001,vendor_0026,1,15,False
2000013541_00001,vendor_0080,1,13,False
2000013542_00001,vendor_1196,1,22,False
2000013543_00001,vendor_0003,1,12,False
2000013543_00002,vendor_0003,1,12,False
2000013543_00003,vendor_0003,1,12,False
2000013543_00004,vendor_0003,1,12,False
2000013543_00005,vendor_0003,1,12,False
2000013543_00006,vendor_0003,1,12,False
2000013543_00007,vendor_0003,1,12,False
2000013543_00008,vendor_0003,1,12,False
2000013544_00001,vendor_0027,1,12,False
2000013545_00001,vendor_1197,1,8,False
2000013546_00001,vendor_1198,1,8,False
2000013547_00001,vendor_1199,1,39,False
2000013548_00001,vendor_0012,1,13,False
2000013549_00001,vendor_1183,1,21,False
2000013550_00001,vendor_0003,1,12,False
2000013550_00002,vendor_0003,1,12,False
2000013550_00003,vendor_0003,1,12,False
2000013550_00004,vendor_0003,1,12,False
2000013551_00001,vendor_0083,1,12,False
2000013552_00001,vendor_0026,1,49,False
2000013553_00001,vendor_0058,1,24,False
2000013554_00001,vendor_0058,1,23,False
2000013555_00001,vendor_0089,1,18,False
2000013556_00001,vendor_0000,1,12,False
2000013557_00001,vendor_0000,1,12,False
2000013558_00001,vendor_0623,1,12,False
2000013558_00002,vendor_0623,1,12,False
2000013558_00003,vendor_0623,1,12,False
2000013559_00001,vendor_1200,1,13,False
2000013560_00001,vendor_0021,1,15,False
2000013561_00001,vendor_1175,1,15,False
2000013562_00001,vendor_1201,1,20,False
2000013563_00001,vendor_0012,1,13,False
2000013564_00001,vendor_0045,1,12,False
2000013565_00001,vendor_0076,1,12,False
2000013566_00001,vendor_0076,1,12,False
2000013567_00001,vendor_0092,1,9,False
2000013568_00001,vendor_1202,1,62,False
2000013569_00001,vendor_0017,1,54,False
2000013570_00001,vendor_0511,1,16,False
2000013571_00001,vendor_0092,1,10,False
2000013572_00001,vendor_0005,1,14,False
2000013573_00001,vendor_0058,1,14,False
2000013574_00001,vendor_0058,1,14,False
2000013575_00001,vendor_0029,1,12,False
2000013575_00002,vendor_0029,1,12,False
2000013576_00001,vendor_0000,1,12,False
2000013576_00002,vendor_0000,1,12,False
2000013576_00003,vendor_0000,1,12,False
2000013577_00001,vendor_0048,1,13,False
2000013578_00001,vendor_0048,1,12,False
2000013578_00002,vendor_0048,1,12,False
2000013579_00001,vendor_1203,1,15,False
2000013580_00001,vendor_1204,1,13,False
2000013581_00001,vendor_1205,1,12,False
2000013582_00001,vendor_1167,1,12,False
2000013583_00001,vendor_0017,1,33,False
2000013584_00001,vendor_0011,1,12,False
2000013585_00001,vendor_1206,1,21,False
2000013586_00001,vendor_0012,1,13,False
2000013587_00001,vendor_0048,1,12,False
2000013588_00001,vendor_1207,1,44,False
2000013589_00001,vendor_1208,1,21,False
2000013590_00001,vendor_0048,1,12,False
2000013590_00002,vendor_0048,1,12,False
2000013591_00001,vendor_0043,1,14,False
2000013592_00001,vendor_0029,1,12,False
2000013593_00001,vendor_0027,1,12,False
2000013593_00002,vendor_0027,1,12,False
2000013593_00003,vendor_0027,1,13,False
2000013593_00004,vendor_0027,1,12,False
2000013594_00001,vendor_0026,1,23,False
2000013595_00001,vendor_0021,1,15,False
2000013596_00001,vendor_0017,1,21,False
2000013597_00001,vendor_0028,1,12,False
2000013598_00001,vendor_0042,1,17,False
2000013599_00001,vendor_0048,1,12,False
2000013600_00001,vendor_0009,1,43,False
2000013601_00001,vendor_1209,1,34,False
2000013602_00001,vendor_1210,1,13,False
2000013603_00001,vendor_0048,1,13,False
2000013603_00002,vendor_0048,1,20,False
2000013603_00003,vendor_0048,1,13,False
2000013604_00001,vendor_0021,1,15,False
2000013605_00001,vendor_1175,1,15,False
2000013606_00001,vendor_0093,1,18,False
2000013607_00001,vendor_0083,1,13,False
2000013608_00001,vendor_1211,1,14,False
2000013609_00001,vendor_0003,1,12,False
2000013609_00002,vendor_0003,1,12,False
2000013609_00003,vendor_0003,1,12,False
2000013609_00004,vendor_0003,1,12,False
2000013609_00005,vendor_0003,1,12,False
2000013609_00006,vendor_0003,1,12,False
2000013609_00007,vendor_0003,1,12,False
2000013610_00001,vendor_0092,1,15,False
2000013611_00001,vendor_0049,1,13,False
2000013612_00001,vendor_0000,1,12,False
2000013612_00002,vendor_0000,1,12,False
2000013612_00003,vendor_0000,1,12,False
2000013613_00001,vendor_0511,1,17,False
2000013614_00001,vendor_0027,1,12,False
2000013614_00002,vendor_0027,1,12,False
2000013614_00003,vendor_0027,1,12,False
2000013615_00001,vendor_1212,1,30,False
2000013616_00001,vendor_0027,1,12,False
2000013616_00002,vendor_0027,1,12,False
2000013616_00003,vendor_0027,1,12,False
2000013617_00001,vendor_0003,1,12,False
2000013617_00002,vendor_0003,1,12,False
2000013617_00003,vendor_0003,1,12,False
2000013617_00004,vendor_0003,1,12,False
2000013618_00001,vendor_0092,1,12,False
2000013619_00001,vendor_0027,1,12,False
2000013620_00001,vendor_0021,1,13,False
2000013621_00001,vendor_1175,1,13,False
2000013622_00001,vendor_0019,1,40,False
2000013623_00001,vendor_0053,1,22,False
2000013624_00001,vendor_0011,1,12,False
2000013625_00001,vendor_1213,1,18,False
2000013626_00001,vendor_1213,1,20,False
2000013627_00001,vendor_0092,1,9,False
2000013628_00001,vendor_0092,1,17,False
2000013629_00001,vendor_0092,1,12,False
2000013630_00001,vendor_0029,1,12,False
2000013631_00001,vendor_0080,1,13,False
2000013632_00001,vendor_0028,1,12,False
2000013633_00001,vendor_1214,1,13,False
2000013634_00001,vendor_0003,1,12,False
2000013634_00002,vendor_0003,1,12,False
2000013635_00001,vendor_1215,1,31,False
2000013636_00001,vendor_1196,1,14,False
2000013637_00001,vendor_0058,1,16,False
2000013638_00001,vendor_1216,1,14,False
2000013639_00001,vendor_0000,1,12,False
2000013640_00001,vendor_0011,1,12,False
2000013641_00001,vendor_0003,1,12,False
2000013641_00002,vendor_0003,1,12,False
2000013641_00003,vendor_0003,1,12,False
2000013642_00001,vendor_0003,1,13,False
2000013642_00002,vendor_0003,1,13,False
2000013642_00003,vendor_0003,1,13,False
2000013642_00004,vendor_0003,1,13,False
2000013642_00005,vendor_0003,1,13,False
2000013643_00001,vendor_1217,1,13,False
2000013644_00001,vendor_0000,1,12,False
2000013644_00002,vendor_0000,1,12,False
2000013645_00001,vendor_0011,1,12,False
2000013645_00002,vendor_0011,1,12,False
2000013646_00001,vendor_0027,1,12,False
2000013646_00002,vendor_0027,1,12,False
2000013647_00001,vendor_0029,1,12,False
2000013647_00002,vendor_0029,1,12,False
